,artist,artist_id,track_name,track_id,popularity,release_date,duration,playlist,upload_time
4607,Averagekidluke,6lFrRAoT64zvrLiL1edMhk,Ghetto Love,4zClLaFTN76B9qHuXpJ2hH,68,2023-10-13,126524,Top 50 - Finland,2023-11-04 16:43:27.452336
4608,ibe,2Pn8JMNrnRnSpNRPPgtiWA,BISNESMIES,30lI16LmESm66IZJ7MPIGl,31,2023-11-03,195204,Top 50 - Finland,2023-11-04 16:43:27.452336
4609,ibe,2Pn8JMNrnRnSpNRPPgtiWA,KÄVELLÄÄN,5nRvHcS144nOqGp672JfWw,31,2023-11-03,200858,Top 50 - Finland,2023-11-04 16:43:27.452336
4610,Turisti,6IKJyoGeFRCRDb90U6AEzp,Kiireinen nainen (feat. ibe),4haz2w5fIZagLEIOig3FGK,68,2023-09-29,184647,Top 50 - Finland,2023-11-04 16:43:27.452336
4611,ibe,2Pn8JMNrnRnSpNRPPgtiWA,SKYLINE,6jkldxNLOsS2kVqMh8Uib4,30,2023-11-03,210466,Top 50 - Finland,2023-11-04 16:43:27.452336
4612,ibe,2Pn8JMNrnRnSpNRPPgtiWA,FAMOUS,1t4IbqfmQQoLHAocILr2Aj,26,2023-11-03,209677,Top 50 - Finland,2023-11-04 16:43:27.452336
4613,ibe,2Pn8JMNrnRnSpNRPPgtiWA,PATO,1JLS2KpG4G5UXTV2WZznEf,31,2023-11-03,174825,Top 50 - Finland,2023-11-04 16:43:27.452336
4614,jambo,1fy2OEMI7TX9ayBKxErHK0,AINA,7EjyrRhPCsUHfq1odGNajx,28,2023-11-03,165341,Top 50 - Finland,2023-11-04 16:43:27.452336
4615,ibe,2Pn8JMNrnRnSpNRPPgtiWA,VYYHTI (ettiny aitoo rakkaut),5e63Mhaf4aY58OD8aY3zhJ,24,2023-11-03,156000,Top 50 - Finland,2023-11-04 16:43:27.452336
4616,ibe,2Pn8JMNrnRnSpNRPPgtiWA,TARVIIN JOTAIN,4iEosyAX17uym9MYpCMSfQ,31,2023-11-03,161533,Top 50 - Finland,2023-11-04 16:43:27.452336
4617,Lauri Haav,4cmLVUbkth6BauCptSGKsV,Onks mitään parempaa,6wWujNva0sQxL5CKfZGVaN,60,2023-10-26,227319,Top 50 - Finland,2023-11-04 16:43:27.452336
4618,Bee,4pR2IcLEPu4KFVAmanNG1f,Silkkiin verhoiltuna (feat. jambo),1e8DVYKeCZBGyHd3SqwQXL,67,2023-09-15,154098,Top 50 - Finland,2023-11-04 16:43:27.452336
4619,BESS,63RF3q8ejWJup6nAPb3KLw,Riivattu,2gcjIipD5EYkM7iizinyav,21,2023-11-02,178649,Top 50 - Finland,2023-11-04 16:43:27.452336
4620,BEHM,3bAa4FKwIgwWYHdaUJicmE,Syntymäpäivä! (Vielä KRRAN jee),558Lsb6twiXsgxhaHxyEoh,66,2023-09-22,186282,Top 50 - Finland,2023-11-04 16:43:27.452336
4621,DJ Oku Luukkainen,0oOzqM7AYuqx34YGcfaSao,Shanghain valot (feat. Spekti & Annika Eklund),5gdn1R6uPSpqlVS155bwLP,21,2023-11-03,175542,Top 50 - Finland,2023-11-04 16:43:27.452336
4622,Lauri Haav,4cmLVUbkth6BauCptSGKsV,Rakkauteen,4wqqfH4CBaQURaClv7dsID,60,2023-10-26,188153,Top 50 - Finland,2023-11-04 16:43:27.452336
4623,Erika Vikman,6JVB6uiYxpF2K1PGsPRpWR,Elizabeth Taylor,1YAgvSwhwVyM7Fsck2CVUd,22,2023-11-03,186518,Top 50 - Finland,2023-11-04 16:43:27.452336
4624,Lauri Haav,4cmLVUbkth6BauCptSGKsV,Vahinko,3EvLCrqp7tdbaNkEe68RoT,59,2023-10-26,214733,Top 50 - Finland,2023-11-04 16:43:27.452336
4625,C.Gambino,6eWjyO1r0QlvsIuIIcgGxI,Automatic,7Fjz93GKhU5LlTacFAO8ze,77,2023-09-22,130666,Top 50 - Finland,2023-11-04 16:43:27.452336
4626,Tate McRae,45dkTj5sMRSjrmBSBeiHym,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,Top 50 - Finland,2023-11-04 16:43:27.452336
4627,Cledos,0xbbe6a1x6g5eGBQfzjWSe,Liian moni (feat. VJ),3QUpgNvOU1AQsxVrdUby1H,62,2023-10-20,141081,Top 50 - Finland,2023-11-04 16:43:27.452336
4628,Karim B,6WmsWPACSMLs5OfLjs0gSi,Aji Aji,2lo7W7vYvMN3BOfKDxdxfB,56,2023-10-27,166062,Top 50 - Finland,2023-11-04 16:43:27.452336
4629,Jami Faltin,7CPIskNnQ0GYgQa3NkcLMf,Kertoimia Vastaan,4QfhwWVpaIaXihhpweCuRi,67,2023-09-01,197649,Top 50 - Finland,2023-11-04 16:43:27.452336
4630,ibe,2Pn8JMNrnRnSpNRPPgtiWA,VENAA (mul on ongelma),184SCXHn6goKw51RgExVcQ,26,2023-11-03,84857,Top 50 - Finland,2023-11-04 16:43:27.452336
4631,cassö,5wCmhq5J2hPwL2r0eKurxn,Prada,59NraMJsLaMCVtwXTSia8i,94,2023-08-11,132359,Top 50 - Finland,2023-11-04 16:43:27.452336
4632,Robin Packalen,4Q4b4S784htx6DtxcMUfMO,Sinä 4ever - Vain elämää kausi 14,6wRn01AkSyG40RIGUtKbWk,65,2023-09-29,201372,Top 50 - Finland,2023-11-04 16:43:27.452336
4633,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,Top 50 - Finland,2023-11-04 16:43:27.452336
4634,BEHM,3bAa4FKwIgwWYHdaUJicmE,Viimeinen tanssi,643oAKTJRrWg6sd7Npc0Qk,60,2023-09-22,222439,Top 50 - Finland,2023-11-04 16:43:27.452336
4635,Mirella,5m8QXFAKCuty66pOzy9aPZ,Sua sattuu,3UJLagt67XWKaEZbePUS88,59,2023-10-19,183814,Top 50 - Finland,2023-11-04 16:43:27.452336
4636,Cledos,0xbbe6a1x6g5eGBQfzjWSe,Kuka se on (feat. Isac Elliot),7ag60dkTuD8xoMOxh6f4xS,54,2023-10-20,156671,Top 50 - Finland,2023-11-04 16:43:27.452336
4637,Costi,5BTRN678gL6XT4kv3TBopQ,Ennen vanhaan,5HDPVknk7KqPWfxSilhC8h,64,2023-07-06,205715,Top 50 - Finland,2023-11-04 16:43:27.452336
4638,koira,4rL7vju2zGQGrzqkpzkwOo,käpy,62ta8BEEecanvSxeS3FldL,59,2023-10-10,177839,Top 50 - Finland,2023-11-04 16:43:27.452336
4639,Pyrythekid,2HvnW7Cp9P0d3lX5HIKNXW,3 Toivomusta,35RegtSScKod4jXc4XtQXz,61,2023-10-05,142097,Top 50 - Finland,2023-11-04 16:43:27.452336
4640,Teflon Brothers,3zh3U2eQ64EhBFbJuxgf1M,Oispa Gasellit,6KWqTgvnmd5LHVJ0Zq1aWE,18,2023-11-03,231137,Top 50 - Finland,2023-11-04 16:43:27.452336
4641,Ege Zulu,0PyeoSEt7RQPbjuzy3JK9O,Oikee mies,1D7EPvrBZpKfa8ff0nOVtn,64,2023-09-14,185357,Top 50 - Finland,2023-11-04 16:43:27.452336
4642,Ares,1iRlPYW9AnnyLTPfy53Mj9,Purjehtija,3NnWBahFgXNI7ICnETZEkP,23,2023-11-03,158321,Top 50 - Finland,2023-11-04 16:43:27.452336
4643,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Now And Then,4vziJcnB2Qyi9o4nIRUeN7,73,2023-11-02,248333,Top 50 - Finland,2023-11-04 16:43:27.452336
4644,Lyttä,1u4Mhf4gOHmuUl6jfhRrDn,Kaks nimee,50pA8yCdGu3vCn2ThG4ctV,23,2023-11-03,188130,Top 50 - Finland,2023-11-04 16:43:27.452336
4645,Gettomasa,5sDIQrB2V7pRAdNM8dEc7g,Jälkeekään,39RqJCSBMKkNGiNAnuUMH6,63,2023-06-01,156919,Top 50 - Finland,2023-11-04 16:43:27.452336
4646,KUUMAA,3YC5DVJDjyazvB8hxJSybr,Tulipalo,50MCpRAPLw8KXn8j6j2yb7,59,2023-03-30,183806,Top 50 - Finland,2023-11-04 16:43:27.452336
4647,KUUMAA,3YC5DVJDjyazvB8hxJSybr,Ylivoimainen,4TXoHT9YxXfczvs2ccf5MK,59,2023-03-30,181947,Top 50 - Finland,2023-11-04 16:43:27.452336
4648,SHRTY,0hidKEfknd2aNabseugaN2,Pariisin kevät,4NbcnW0v1yoeq2IAuWFriv,63,2023-05-05,154913,Top 50 - Finland,2023-11-04 16:43:27.452336
4649,Purplape,1f0beje3cU2AASjPmpGE7V,Reckless,5om9e07j4TldvFZ5QeMRxX,63,2023-07-21,164846,Top 50 - Finland,2023-11-04 16:43:27.452336
4650,Jungeli,6L8y2rKomt32RmT4wfwZS7,Petit génie,6z0GwK274ToNmvxfyYPuHw,84,2023-08-04,217142,Top 50 - France,2023-11-04 16:43:27.452336
4651,iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,Top 50 - France,2023-11-04 16:43:27.452336
4652,KeBlack,7x3eTVPlBiPjXHn3qotY86,LAISSE MOI,2ImdwbujxKFxN1UxEvf2dD,81,2023-09-08,168620,Top 50 - France,2023-11-04 16:43:27.452336
4653,Soolking,0GgY7hjMoGDsX8ZDe2mwds,Casanova,30D9x5LFgL2o9xidjX2wtE,87,2023-07-06,189090,Top 50 - France,2023-11-04 16:43:27.452336
4654,Heuss L'enfoiré,3YwqjMyrRfuixi2pbgTGCE,Saiyan,2BvjmY4Mp5q1AHL0laetd6,77,2023-06-30,189840,Top 50 - France,2023-11-04 16:43:27.452336
4655,Tate McRae,45dkTj5sMRSjrmBSBeiHym,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,Top 50 - France,2023-11-04 16:43:27.452336
4656,Favé,20JMfmzDb5cjHxEoMXXMyY,FLASHBACK,2PWJx5FwMrMVEaTjwYait1,68,2023-10-13,176120,Top 50 - France,2023-11-04 16:43:27.452336
4657,BENNETT,1r43wW70tnGUauQYvY5w48,Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,91,2023-08-04,178156,Top 50 - France,2023-11-04 16:43:27.452336
4658,SDM,0LKAV3zJ8a8AIGnyc5OvfB,Bolide allemand,0EzNyXyU7gHzj2TN8qYThj,80,2022-12-02,176746,Top 50 - France,2023-11-04 16:43:27.452336
4659,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,89,2023-09-20,230480,Top 50 - France,2023-11-04 16:43:27.452336
4660,Dave,6Ip8FS7vWT1uKkJSweANQK,Meridian,09FcXaLu1BdrRNgxyBi6p5,73,2023-08-25,255160,Top 50 - France,2023-11-04 16:43:27.452336
4661,Loreen,49aaHxvAJ0tCh0F15OnwIl,Tattoo,1DmW5Ep6ywYwxc2HMT5BG6,89,2023-02-25,183374,Top 50 - France,2023-11-04 16:43:27.452336
4662,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,Top 50 - France,2023-11-04 16:43:27.452336
4663,Tiakola,3vUMXQ9kPnZAQkMkZZ7Hfh,Meuda,4wNyrbY6B2Okii8VeKo2B2,79,2022-05-27,152546,Top 50 - France,2023-11-04 16:43:27.452336
4664,Werenoi,3YBJLs7RqR0aPGBgU27nDh,Laboratoire,24JrEVHDfohup0ypuOV7os,78,2023-03-10,162840,Top 50 - France,2023-11-04 16:43:27.452336
4665,Sia,5WUlDfRSoLAfcVSX1WnrxN,Gimme Love,5o4XJKRxUK6nXhFLAIS33A,81,2023-09-13,177921,Top 50 - France,2023-11-04 16:43:27.452336
4666,PLK,3DCWeG2J1fZeu0Oe6i5Q6m,Nouvelles,7d391WfC0HtftRcetDFQUy,76,2023-04-13,179653,Top 50 - France,2023-11-04 16:43:27.452336
4667,Zokush,61O1t9W4rYDRcGF9DJUTJw,1 2 3 4,5JVR0F2Gya13oWlAG3dc62,63,2023-06-22,180793,Top 50 - France,2023-11-04 16:43:27.452336
4668,Becky G,4obzFoKoKRHIphyHzJ35G3,Arranca (feat. Omega),6IdcyYfBz9LG3SWIKVyNgh,81,2023-03-10,166529,Top 50 - France,2023-11-04 16:43:27.452336
4669,David Kushner,33NVpKoXjItPwUJTMZIOiY,Daylight,1odExI7RdWc4BT515LTAwj,95,2023-04-14,212953,Top 50 - France,2023-11-04 16:43:27.452336
4670,cassö,5wCmhq5J2hPwL2r0eKurxn,Prada,59NraMJsLaMCVtwXTSia8i,94,2023-08-11,132359,Top 50 - France,2023-11-04 16:43:27.452336
4671,Tyla,3SozjO3Lat463tQICI9LcE,Water,5aIVCx5tnk0ntmdiinnYvw,95,2023-07-28,200255,Top 50 - France,2023-11-04 16:43:27.452336
4672,Werenoi,3YBJLs7RqR0aPGBgU27nDh,La League,38KQ5zKDeF3kUH18ZjzBbZ,74,2021-03-03,173427,Top 50 - France,2023-11-04 16:43:27.452336
4673,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dance The Night - From Barbie The Album,1vYXt7VSjH9JIM5oRRo7vA,94,2023-05-25,176579,Top 50 - France,2023-11-04 16:43:27.452336
4674,Ninho,6Te49r3A6f5BiIgBRxH7FH,No love,1JvMPB1mkcrQsnasBGMBYd,76,2023-06-30,202186,Top 50 - France,2023-11-04 16:43:27.452336
4675,Maes,6L34dW6SKMSDaGIfYDU19j,Akatsuki,3w9OyPSIXaD3kKeFhJoWaR,33,2023-11-02,179000,Top 50 - France,2023-11-04 16:43:27.452336
4676,Trinix,3HqP3nd8WI0VfHRhApPlan,Emorio,14VthBnru6kiREQUYAuNSL,76,2023-04-28,163840,Top 50 - France,2023-11-04 16:43:27.452336
4677,Ofenbach,4AKwRarlmsUlLjIwt38NLw,Overdrive (feat. Norma Jean Martine),3bK1zVFBKIzYjmptmI4NsJ,75,2023-10-06,155905,Top 50 - France,2023-11-04 16:43:27.452336
4678,Werenoi,3YBJLs7RqR0aPGBgU27nDh,Chemin d'or,3rkyVQEgaDR5nZvW10QOrQ,75,2023-03-10,212093,Top 50 - France,2023-11-04 16:43:27.452336
4679,Josman,6dbdXbyAWk2qx8Qttw0knR,Les Flammes,4i6CKsl0vgzFF97h5nzpS3,67,2023-10-28,193333,Top 50 - France,2023-11-04 16:43:27.452336
4680,Trinix,3HqP3nd8WI0VfHRhApPlan,The Magic Key,6vHkJ4L8gqCwedvhXkSCsa,77,2023-04-07,171211,Top 50 - France,2023-11-04 16:43:27.452336
4681,Werenoi,3YBJLs7RqR0aPGBgU27nDh,Solitaire,3kzXT2poHInDISrXOgT1PR,73,2022-10-28,146440,Top 50 - France,2023-11-04 16:43:27.452336
4682,SANTA,5Vf6gyVzfo8TnzrPRBg3qo,Popcorn Salé,4MpqiN2moRQR2t0DO43MZH,72,2022-03-25,238653,Top 50 - France,2023-11-04 16:43:27.452336
4683,PLK,3DCWeG2J1fZeu0Oe6i5Q6m,Demain,66TAAKeoOD0cFpVRug9IXZ,74,2023-04-13,183013,Top 50 - France,2023-11-04 16:43:27.452336
4684,King Serenity,2olAiF4WinkdELTgU2Rllu,All for U (Ameyatchi),7LjHqvRyDcMZ9rJ1XuY0IP,73,2023-06-14,165563,Top 50 - France,2023-11-04 16:43:27.452336
4685,No Limit,2Ns3GuAU2LYllDr7z20d0e,LA RUE,7EO5oDxrq2dvYDgBjFvFYY,76,2023-06-05,225137,Top 50 - France,2023-11-04 16:43:27.452336
4686,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,Another Love,3JvKfv6T31zO0ini8iNItO,92,2013-06-24,244360,Top 50 - France,2023-11-04 16:43:27.452336
4687,Marnik,6S3KljEiIOWoLMUyZrkQUc,Boyz In Paris (with VINAI),17NHXI2CJp7KgdcwcDnRx4,83,2023-07-28,151589,Top 50 - France,2023-11-04 16:43:27.452336
4688,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Desire (with Sam Smith),22dUzMFttcR3uU17NcOAIv,87,2023-07-28,179161,Top 50 - France,2023-11-04 16:43:27.452336
4689,Josman,6dbdXbyAWk2qx8Qttw0knR,Problèmes de Riche,3ssRqeOxEqTUZjsMuDeOU9,67,2023-10-28,192000,Top 50 - France,2023-11-04 16:43:27.452336
4690,Ninho,6Te49r3A6f5BiIgBRxH7FH,Eurostar (feat. Central Cee),3Iy4j2lCqW8BXGkFk21U6F,77,2023-06-30,187057,Top 50 - France,2023-11-04 16:43:27.452336
4691,Freeze corleone,76Pl0epAMXVXJspaSuz8im,Shavkat,0IzfVZmlCiwPZmjNkRJehY,70,2023-09-11,219865,Top 50 - France,2023-11-04 16:43:27.452336
4692,Favé,20JMfmzDb5cjHxEoMXXMyY,Urus,7A2DyRIqqelhZ4caPJMaFI,72,2022-10-12,147788,Top 50 - France,2023-11-04 16:43:27.452336
4693,Gazo,5gqmbbfjcikQBzPB5Hv13I,DIE,3D29kjUyWxsT3jUUTtARVQ,75,2022-07-01,240413,Top 50 - France,2023-11-04 16:43:27.452336
4694,Gazo,5gqmbbfjcikQBzPB5Hv13I,FLEURS (feat. Tiakola),0i9RysNKssk6syOrKDX3U2,74,2022-07-01,210933,Top 50 - France,2023-11-04 16:43:27.452336
4695,Kendji Girac,4IS4EyXNmiI2w5SRCjMtEF,Le feu,7tChNCtleS9bUPD4uDXvJf,72,2022-11-11,237160,Top 50 - France,2023-11-04 16:43:27.452336
4696,GIMS,0GOx72r5AAEKRGQFn3xqXK,SEYA,6JI15EdgbGuhUjm4tWyIco,64,2023-10-05,188484,Top 50 - France,2023-11-04 16:43:27.452336
4697,Rsko,3L774tiJRvPmAS90pOLB44,Mucho cuir,5Iol6n8dmMjguHDCc8WUh2,30,2023-11-03,185813,Top 50 - France,2023-11-04 16:43:27.452336
4698,Ikaz Boi,1h0vYLWMAElSWYCjm6RBpe,BALLE DANS LE COEUR,42koItqq5r5ZoXj8TTt36D,70,2023-09-29,160306,Top 50 - France,2023-11-04 16:43:27.452336
4699,NAZAKEBLACK,5H9EtsRc980WZMj0m0nwqa,"1,2,3 Soleil",5dSfZLxT4QUN4maDM5H2ZW,74,2023-06-08,173419,Top 50 - France,2023-11-04 16:43:27.452336
4700,RAF Camora,0Dvx6p8JDyzeOPGmaCIH1L,Liebe Grüsse,5qQLBOEAelSN7JWqX3RIIv,79,2023-10-27,136988,Top 50 - Germany,2023-11-04 16:43:27.452336
4701,iñigo quintero,0jbo7KFNMiIkfBR6ih0yhm,Si No Estás,2HafqoJbgXdtjwCOvNEF14,99,2022-09-23,184061,Top 50 - Germany,2023-11-04 16:43:27.452336
4702,Amaru,6NO12PstTjSbyBgbn2GSKz,Blonde Chaya - Sped up,30vcuzW3d8goJci3OBUNt9,80,2023-09-08,181052,Top 50 - Germany,2023-11-04 16:43:27.452336
4703,BENNETT,1r43wW70tnGUauQYvY5w48,Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,91,2023-08-04,178156,Top 50 - Germany,2023-11-04 16:43:27.452336
4704,cassö,5wCmhq5J2hPwL2r0eKurxn,Prada,59NraMJsLaMCVtwXTSia8i,94,2023-08-11,132359,Top 50 - Germany,2023-11-04 16:43:27.452336
4705,Tate McRae,45dkTj5sMRSjrmBSBeiHym,greedy,3rUGC1vUpkDG9CZFHMur1t,99,2023-09-15,131872,Top 50 - Germany,2023-11-04 16:43:27.452336
4706,Capital Bra,4WZGDpNwrC0vNQyl9QzF7d,ARKHAM ASYLUM,35wU7QXdrqu5FTC4fMzR90,38,2023-11-02,248000,Top 50 - Germany,2023-11-04 16:43:27.452336
4707,Kenya Grace,7uMDnSZyUYNBPLhPMNuaM2,Strangers,5mjYQaktjmjcMKcUIcqz4s,98,2023-09-01,172964,Top 50 - Germany,2023-11-04 16:43:27.452336
4708,01099,3Z3aTg9PwJ37e8xeO0aUC9,In der Nacht,04g4813XfiSFRpfD1eo67d,33,2023-11-03,179335,Top 50 - Germany,2023-11-04 16:43:27.452336
4709,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,On Fire 🔥,5DD9Y2IEZAvkUMpnVqg4gm,35,2023-11-02,165833,Top 50 - Germany,2023-11-04 16:43:27.452336
4710,AYLIVA,2rEVnwCPBeGkWMv425KoG1,Hässlich,3an1JVi8OsE0aG6dMS4Pes,83,2023-08-25,136360,Top 50 - Germany,2023-11-04 16:43:27.452336
4711,Luciano,3CJKkU0XuElRT1z8rEtIYg,2 Germans (feat. Gzuz),4rSmXn2TIKt6iBeBDM4uOs,75,2023-10-26,149443,Top 50 - Germany,2023-11-04 16:43:27.452336
4712,Pashanim,34LetYSjEuG2fBb4Z8PwPg,Ms. Jackson,3ilgxZl5g7MOQCUiky3VOG,82,2023-08-24,147586,Top 50 - Germany,2023-11-04 16:43:27.452336
4713,reezy,1ul8iLt2WnFe2UIyovjg7q,14 PASSENGER,0qo8YDKpPXlUQqp0vesiln,78,2023-10-20,146040,Top 50 - Germany,2023-11-04 16:43:27.452336
4714,SIRA,2HIP5sNZWkrPgSBWRk8XpA,9 bis 9,5YWu6dt50Nieq8qi572RF8,82,2023-05-05,131587,Top 50 - Germany,2023-11-04 16:43:27.452336
4715,Azet,39KEQQAG9JhIt71g9NEVhh,Katile,4mFDARNcAMmqq4qwTbIFjJ,39,2023-11-03,152000,Top 50 - Germany,2023-11-04 16:43:27.452336
4716,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,89,2023-09-20,230480,Top 50 - Germany,2023-11-04 16:43:27.452336
4717,BHZ,3mmI5HKArDwgggj4j0aJyC,Crash Dummy,3wlFVKpDLDADlWXTNl9gGN,35,2023-11-03,172136,Top 50 - Germany,2023-11-04 16:43:27.452336
4718,Luca-Dante Spadafora,6k9e4mFFVtEAAhGdvJBtqB,Mädchen auf dem Pferd,7AOJcugo17Kr1WUheSI6Oq,81,2023-05-12,157058,Top 50 - Germany,2023-11-04 16:43:27.452336
4719,Jazeek,1E8mXBWN7AXZCOPYbOky4J,Fühlst du,5cHPMo64nOHGBORMiHRAHk,35,2023-11-03,135483,Top 50 - Germany,2023-11-04 16:43:27.452336
4720,Udo Lindenberg,7iWcRnQMinCoV2u5ICgsW0,Komet,7oQepKHmXDaPC3rgeLRvQu,80,2023-01-19,167356,Top 50 - Germany,2023-11-04 16:43:27.452336
4721,Liaze,744jIBAAvzMa5eVtUZDxR1,2003,4yNWhBYneGn8Gvr7Y3ciqf,75,2023-10-20,136280,Top 50 - Germany,2023-11-04 16:43:27.452336
4722,Olexesh,2Z9KL8Zmqx5Sg3cd7Fldhl,All Eyez On Me,001TLpmtuQMWJYyE7q9ayM,33,2023-11-02,190953,Top 50 - Germany,2023-11-04 16:43:27.452336
4723,Milano,4Jd9XCHzRXTB7ZPPVzJoUm,Wenn du lächelst,47mweMIEiVG1VTURjooVdU,71,2023-10-23,123887,Top 50 - Germany,2023-11-04 16:43:27.452336
4724,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,Now And Then,4vziJcnB2Qyi9o4nIRUeN7,73,2023-11-02,248333,Top 50 - Germany,2023-11-04 16:43:27.452336
4725,Niclov,79DrPht1MJw7KRXHINJDMd,Feuer Wasser Sturm,0dEvVBg3ArnuJ9WBnPzOcj,79,2023-08-25,136551,Top 50 - Germany,2023-11-04 16:43:27.452336
4726,Jazeek,1E8mXBWN7AXZCOPYbOky4J,Take it,0ya0fBUHF1TKookyKM5ZVQ,77,2023-09-22,172105,Top 50 - Germany,2023-11-04 16:43:27.452336
4727,Ellice,7sAaTbbHDafboXdSERjtEl,ANGST>LIEBE,6KiPf8zHwaBK7VMHZZ1ReL,75,2023-10-13,179384,Top 50 - Germany,2023-11-04 16:43:27.452336
4728,1986zig,21H6paZGGR6dQpVmAqbdzV,Meine 1,6QZ7IptsMdWodN4uFuXNkv,73,2023-10-13,184826,Top 50 - Germany,2023-11-04 16:43:27.452336
4729,erobé,2Reg4IlIHtEGZHnSD4pphn,EWIGKEIT - REMIX,4kcgrgZhd4h8chSAJ86mIq,79,2023-06-23,137647,Top 50 - Germany,2023-11-04 16:43:27.452336
4730,FiNCH,1ZyqnbV7Brg5LgyS4EZCUD,LiEBE AUF DER RÜCKBANK,2FiJGvN3fiXMwms9IftNV0,73,2023-06-01,188520,Top 50 - Germany,2023-11-04 16:43:27.452336
4731,Monet192,60uPSVM3svOL8kZ3Wkb3Zw,F* I Love It,2BJ1d7uqsVIy5Dfi8hiMhy,31,2023-11-03,150937,Top 50 - Germany,2023-11-04 16:43:27.452336
4732,AYLIVA,2rEVnwCPBeGkWMv425KoG1,Weißes Haus,2EbO8k2jAHVRMVvUB77nNt,76,2023-08-25,168146,Top 50 - Germany,2023-11-04 16:43:27.452336
4733,Tyla,3SozjO3Lat463tQICI9LcE,Water,5aIVCx5tnk0ntmdiinnYvw,95,2023-07-28,200255,Top 50 - Germany,2023-11-04 16:43:27.452336
4734,Sonny Wern,2m8ROV7jEwm66LBxUNhUMt,"Dance For Me (1, 2, 3) - Stutter Techno",7F7N0yugLFgKXoEACgtzD8,66,2023-10-06,147895,Top 50 - Germany,2023-11-04 16:43:27.452336
4735,Bonez MC,1aS5tqEs9ci5P9KD9tZWa6,Shawty 🐥,2xCi2mvTrSAB64mjCn4STs,33,2023-11-02,175529,Top 50 - Germany,2023-11-04 16:43:27.452336
4736,danicpeepner,4ol7o2NC4NYIyJHj9RcGNz,S u m m e r t i m e,0oa3yysoeOsHiB0PBRHzG8,53,2015-06-08,195499,Top 50 - Germany,2023-11-04 16:43:27.452336
4737,Niklas Dee,1ZPGzmbFTn8GRjqTqnLiFE,Not Fair,0QlOkt8nkZ8zqu8xb2SHU8,59,2023-06-30,163034,Top 50 - Germany,2023-11-04 16:43:27.452336
4738,Sosa La M,6bM6rpwjhvxuKSQ2OJ2eQC,Enchanté,7Mn6Tisa1wVvYusahnvjE5,78,2023-09-15,96638,Top 50 - Germany,2023-11-04 16:43:27.452336
4739,Luciano,3CJKkU0XuElRT1z8rEtIYg,Cold Princess,4Ww41FseIYOCL0qP6MIGG5,76,2023-10-12,153600,Top 50 - Germany,2023-11-04 16:43:27.452336
4740,AYLIVA,2rEVnwCPBeGkWMv425KoG1,Lass mich gehen,1VxlVMCopT232hOcBVybyj,78,2023-08-25,157160,Top 50 - Germany,2023-11-04 16:43:27.452336
4741,Creeds,2gW0M5fn2r7Lo4Hn1r8HZ5,Push Up - Main Edit,3AjSfp5FDvwtMU9XBsbS8j,85,2023-03-31,139300,Top 50 - Germany,2023-11-04 16:43:27.452336
4742,twocolors,7ACEUD7UsmmXrnj4OLt8f9,Cynical,2grS8y9w2vVp7sDJ3RnSx9,82,2023-06-30,191365,Top 50 - Germany,2023-11-04 16:43:27.452336
4743,SDP,1EfwyuCzDQpCslZc8C9gkG,Ich will nur dass du weißt - IIVEN Remix,7MCNurIGh8Hg9SYaCPP9vv,77,2023-07-27,156387,Top 50 - Germany,2023-11-04 16:43:27.452336
4744,AYLIVA,2rEVnwCPBeGkWMv425KoG1,Scheine zählen,52Y1KkbSO4LI9MTCvZhP9Y,79,2023-08-25,167946,Top 50 - Germany,2023-11-04 16:43:27.452336
4745,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Is It Over Now? (Taylor's Version) (From The Vault),1Iq8oo9XkmmvCQiGOfORiz,91,2023-10-26,229477,Top 50 - Germany,2023-11-04 16:43:27.452336
4746,David Kushner,33NVpKoXjItPwUJTMZIOiY,Daylight,1odExI7RdWc4BT515LTAwj,95,2023-04-14,212953,Top 50 - Germany,2023-11-04 16:43:27.452336
